SRR	Dunwich Airport	North Stradbroke Island, Queensland, Australia	https://en.wikipedia.org#cite_note-IATA-1
SRS	San Marcos Airport	San Marcos, Colombia	https://en.wikipedia.org#cite_note-IATA-1
SRT	Soroti Airport	Soroti, Uganda	https://en.wikipedia.org/wiki/Soroti_Airport
SRV	Stony River Airport	Stony River, Alaska, United States	https://en.wikipedia.org/wiki/Stony_River_Airport
SRW	Rowan County Airport (FAA: RUQ)	Salisbury, North Carolina, United States	https://en.wikipedia.org/wiki/Rowan_County_Airport
SRX	Gardabya Airport	Sirte, Libya	https://en.wikipedia.org/wiki/Ghardabiya_Air_Base
SRY	Dasht-e Naz Airport	Sari, Iran	https://en.wikipedia.org/wiki/Dasht-e_Naz_Airport
SRZ	El Trompillo Airport	Santa Cruz de la Sierra, Bolivia	https://en.wikipedia.org/wiki/El_Trompillo_Airport
SSA	Deputado Luís Eduardo Magalhães International Airport	Salvador, Bahia, Brazil	https://en.wikipedia.org/wiki/Deputado_Lu%C3%ADs_Eduardo_Magalh%C3%A3es_International_Airport
SSB	Christiansted Harbor Seaplane Base (St. Croix Seaplane Base) (FAA: VI32)	Saint Croix, United States Virgin Islands	https://en.wikipedia.org/wiki/Christiansted_Harbor_Seaplane_Base
SSC	Shaw Air Force Base	Sumter, South Carolina, United States	https://en.wikipedia.org/wiki/Shaw_Air_Force_Base
SSD	San Felipe Airport	San Felipe, Colombia	https://en.wikipedia.org/wiki/San_Felipe,_Guain%C3%ADa
SSE	Solapur Airport	Solapur, Maharashtra, India	https://en.wikipedia.org/wiki/Solapur_Airport
SSF	Stinson Municipal Airport	San Antonio, Texas, United States	https://en.wikipedia.org/wiki/Stinson_Municipal_Airport
SSG	Malabo International Airport (Saint Isabel Airport)	Malabo, Equatorial Guinea	https://en.wikipedia.org/wiki/Malabo_International_Airport
SSH	Sharm el-Sheikh International Airport	Sharm el-Sheikh, Egypt	https://en.wikipedia.org/wiki/Sharm_el-Sheikh_International_Airport
SSI	Malcolm McKinnon Airport	Brunswick, Georgia, United States	https://en.wikipedia.org/wiki/Malcolm_McKinnon_Airport
SSJ	Sandnessjøen Airport, Stokka	Sandnessjøen, Norway	https://en.wikipedia.org/wiki/Sandnessj%C3%B8en_Airport,_Stokka
SSK	Sturt Creek Airport	Sturt Creek, Western Australia, Australia	https://en.wikipedia.org#cite_note-IATA-1
SSL	Santa Rosalía Airport	Santa Rosalía, Colombia	https://en.wikipedia.org/wiki/Santa_Rosal%C3%ADa_Airport
SSN	Seoul Air Base	Seoul, South Korea	https://en.wikipedia.org/wiki/Seoul_Air_Base
SSO	São Lourenço Airport	São Lourenço, Minas Gerais, Brazil	https://en.wikipedia.org/wiki/S%C3%A3o_Louren%C3%A7o_Airport
SSP	Silver Plains Airport	Silver Plains, Queensland, Australia	https://en.wikipedia.org#cite_note-IATA-1
SSQ	La Sarre Airport (TC: CSR8)	La Sarre, Quebec, Canada	https://en.wikipedia.org/wiki/La_Sarre_Airport
SSR	Sara Airport	Sara, Vanuatu	https://en.wikipedia.org/wiki/Sara_Airport
SSS	Siassi Airport	Umboi Island (Siassi), Papua New Guinea	https://en.wikipedia.org#cite_note-IATA-1
SST	Santa Teresita Airport	Santa Teresita, Buenos Aires, Argentina	https://en.wikipedia.org/wiki/Santa_Teresita_Airport
SSV	Siasi Airport	Siasi, Philippines	https://en.wikipedia.org/wiki/Siasi,_Sulu
SSW	Stuart Island Airpark (FAA: 7WA5)	Stuart Island, Washington, United States	https://en.wikipedia.org#cite_note-IATA-1
SSY	Mbanza Congo Airport	M'banza-Kongo, Angola	https://en.wikipedia.org/wiki/Mbanza_Congo_Airport
SSZ	Santos Air Force Base	Santos, São Paulo, Brazil	https://en.wikipedia.org/wiki/Santos_Air_Force_Base
STA	Stauning Vestjylland Airport	Skjern, Denmark	https://en.wikipedia.org/wiki/Stauning_Vestjylland_Airport
STB	Miguel Urdaneta Fernández Airport	Santa Bárbara del Zulia, Venezuela	https://en.wikipedia.org/wiki/Miguel_Urdaneta_Fern%C3%A1ndez_Airport
STC	St. Cloud Regional Airport	St. Cloud, Minnesota, United States	https://en.wikipedia.org/wiki/St._Cloud_Regional_Airport
STD	Mayor Buenaventura Vivas Airport	Santo Domingo, Táchira, Venezuela	https://en.wikipedia.org/wiki/Mayor_Buenaventura_Vivas_Airport
STE	Stevens Point Municipal Airport	Stevens Point, Wisconsin, United States	https://en.wikipedia.org/wiki/Stevens_Point_Municipal_Airport
STF	Stephens Island Airport	Stephens Island, Queensland, Australia	https://en.wikipedia.org/wiki/Stephens_Island_(Torres_Strait)
STG	St. George Airport (FAA: PBV)	St. George, Alaska, United States	https://en.wikipedia.org/wiki/St._George_Airport_(Alaska)
STH	Strathmore Airport	Strathmore Station, Queensland, Australia	https://en.wikipedia.org#cite_note-IATA-1
STI	Cibao International Airport	Santiago de los Caballeros, Dominican Republic	https://en.wikipedia.org/wiki/Cibao_International_Airport
STJ	Rosecrans Memorial Airport	St. Joseph, Missouri, United States	https://en.wikipedia.org/wiki/Rosecrans_Memorial_Airport
STK	Sterling Municipal Airport	Sterling, Colorado, United States	https://en.wikipedia.org/wiki/Sterling_Municipal_Airport
STL	Lambert–St. Louis International Airport	St. Louis, Missouri, United States	https://en.wikipedia.org/wiki/Lambert%E2%80%93St._Louis_International_Airport
STM	Santarém-Maestro Wilson Fonseca Airport	Santarém, Pará, Brazil	https://en.wikipedia.org/wiki/Santar%C3%A9m-Maestro_Wilson_Fonseca_Airport
STN	London Stansted Airport	London, England, United Kingdom	https://en.wikipedia.org/wiki/London_Stansted_Airport
STO	metropolitan area6	Stockholm, Sweden	https://en.wikipedia.org#cite_note-IATA-1
STP	St. Paul Downtown Airport (Holman Field)	St. Paul / Minneapolis, Minnesota, United States	https://en.wikipedia.org/wiki/St._Paul_Downtown_Airport
STQ	St. Marys Municipal Airport (FAA: OYM)	St. Marys, Pennsylvania, United States	https://en.wikipedia.org/wiki/St._Marys_Municipal_Airport
STR	Stuttgart Airport	Stuttgart, Baden-Württemberg, Germany	https://en.wikipedia.org/wiki/Stuttgart_Airport
STS	Charles M. Schulz–Sonoma County Airport	Santa Rosa, California, United States	https://en.wikipedia.org/wiki/Charles_M._Schulz%E2%80%93Sonoma_County_Airport
STT	Cyril E. King Airport	St. Thomas Island, United States Virgin Islands	https://en.wikipedia.org/wiki/Cyril_E._King_Airport
STV	Surat Airport	Surat, Gujarat, India	https://en.wikipedia.org/wiki/Surat_Airport
STW	Stavropol Shpakovskoye Airport	Stavropol, Stavropol Krai, Russia	https://en.wikipedia.org/wiki/Stavropol_Shpakovskoye_Airport
STX	Henry E. Rohlsen Airport	Saint Croix, United States Virgin Islands	https://en.wikipedia.org/wiki/Henry_E._Rohlsen_Airport
STY	Nueva Hespérides International Airport	Salto, Uruguay	https://en.wikipedia.org/wiki/Nueva_Hesperides_International_Airport
STZ	Santa Terezinha Airport	Santa Terezinha, Mato Grosso, Brazil	https://en.wikipedia.org/wiki/Santa_Terezinha_Airport
SUA	Witham Field	Stuart, Florida, United States	https://en.wikipedia.org/wiki/Witham_Field
SUB	Juanda International Airport	Surabaya, Indonesia	https://en.wikipedia.org/wiki/Juanda_International_Airport
SUD	Stroud Municipal Airport	Stroud, Oklahoma, United States	https://en.wikipedia.org/wiki/Stroud_Municipal_Airport
SUE	Door County Cherryland Airport	Sturgeon Bay, Wisconsin, United States	https://en.wikipedia.org/wiki/Door_County_Cherryland_Airport
SUF	Lamezia Terme International Airport	Lamezia Terme, Calabria, Italy	https://en.wikipedia.org/wiki/Lamezia_Terme_International_Airport
SUG	Surigao Airport	Surigao City, Philippines	https://en.wikipedia.org/wiki/Surigao_Airport
SUH	Sur Airport	Sur, Oman	https://en.wikipedia.org/wiki/Sur_Airport
SUI	Sukhumi Babushara Airport (Dranda Airport)	Sukhumi, Georgia	https://en.wikipedia.org/wiki/Sukhumi_Babushara_Airport
SUJ	Satu Mare International Airport	Satu Mare, Romania	https://en.wikipedia.org/wiki/Satu_Mare_International_Airport
SUK	Sakkyryr Airport	Batagay-Alyta (Sakkyryr), Yakutia, Russia	https://en.wikipedia.org/wiki/Sakkyryr_Airport
SUL	Sui Airport	Sui, Pakistan	https://en.wikipedia.org/wiki/Sui_Airport
SUM	Sumter Airport (FAA: SMS)	Sumter, South Carolina, United States	https://en.wikipedia.org/wiki/Sumter_Airport
SUN	Friedman Memorial Airport	Hailey / Sun Valley, Idaho, United States	https://en.wikipedia.org/wiki/Friedman_Memorial_Airport
SUO	Sunriver Airport (FAA: S21)	Sunriver, Oregon, United States	https://en.wikipedia.org/wiki/Sunriver_Airport
SUP	Trunojoyo Airport	Sumenep, Indonesia	https://en.wikipedia.org/wiki/Trunojoyo_Airport
SUQ	Sucúa Airport	Sucúa, Ecuador	https://en.wikipedia.org/wiki/Suc%C3%BAa_Airport
SUR	Summer Beaver Airport (TC: CJV7)	Summer Beaver, Ontario, Canada	https://en.wikipedia.org/wiki/Summer_Beaver_Airport
SUS	Spirit of St. Louis Airport	St. Louis, Missouri, United States	https://en.wikipedia.org/wiki/Spirit_of_St._Louis_Airport
SUT	Sumbawanga Airport	Sumbawanga, Tanzania	https://en.wikipedia.org/wiki/Sumbawanga_Airport
SUU	Travis Air Force Base	Fairfield, California, United States	https://en.wikipedia.org/wiki/Travis_Air_Force_Base
SUV	Nausori International Airport	Suva, Fiji	https://en.wikipedia.org/wiki/Nausori_International_Airport
SUW	Richard I. Bong Airport	Superior, Wisconsin, United States	https://en.wikipedia.org/wiki/Richard_I._Bong_Airport
SUX	Sioux Gateway Airport (Colonel Bud Day Field)	Sioux City, Iowa, United States	https://en.wikipedia.org/wiki/Sioux_Gateway_Airport
SUY	Suntar Airport	Suntar, Yakutia, Russia	https://en.wikipedia.org/wiki/Suntar_Airport
SUZ	Suria Airport	Suria, Papua New Guinea	https://en.wikipedia.org#cite_note-IATA-1
SVA	Savoonga Airport	Savoonga, Alaska, United States	https://en.wikipedia.org/wiki/Savoonga_Airport
SVB	Sambava Airport	Sambava, Madagascar	https://en.wikipedia.org/wiki/Sambava_Airport
SVC	Grant County Airport	Silver City, New Mexico, United States	https://en.wikipedia.org/wiki/Grant_County_Airport_(New_Mexico)
SVD	Argyle International Airport	Saint Vincent, Saint Vincent and the Grenadines	https://en.wikipedia.org/wiki/Argyle_International_Airport
SVE	Susanville Municipal Airport	Susanville, California, United States	https://en.wikipedia.org/wiki/Susanville_Municipal_Airport
SVF	Savé Airport	Savé, Benin	https://en.wikipedia.org/wiki/Sav%C3%A9_Airport
SVG	Stavanger Airport, Sola	Stavanger, Norway	https://en.wikipedia.org/wiki/Stavanger_Airport,_Sola
SVH	Statesville Regional Airport	Statesville, North Carolina, United States	https://en.wikipedia.org/wiki/Statesville_Regional_Airport
SVI	Eduardo Falla Solano Airport	San Vicente del Caguán, Colombia	https://en.wikipedia.org/wiki/Eduardo_Falla_Solano_Airport
SVJ	Svolvær Airport, Helle	Svolvær, Norway	https://en.wikipedia.org/wiki/Svolv%C3%A6r_Airport,_Helle
SVK	Silver Creek Airport	Silver Creek, Belize	https://en.wikipedia.org/wiki/Silver_Creek_Airport
SVL	Savonlinna Airport	Savonlinna, Finland	https://en.wikipedia.org/wiki/Savonlinna_Airport
SVM	St Pauls Airport	St Pauls, Queensland, Australia	https://en.wikipedia.org#cite_note-IATA-1
SVN	Hunter Army Airfield	Savannah, Georgia, United States	https://en.wikipedia.org/wiki/Hunter_Army_Airfield
SVO	Sheremetyevo International Airport	Moscow, Russia	https://en.wikipedia.org/wiki/Sheremetyevo_International_Airport
SVP	Kuito Airport	Kuito, Angola	https://en.wikipedia.org/wiki/Kuito_Airport
SVQ	Seville Airport	Seville, Andalusia, Spain	https://en.wikipedia.org/wiki/Seville_Airport
SVS	Stevens Village Airport	Stevens Village, Alaska, United States	https://en.wikipedia.org/wiki/Stevens_Village_Airport
SVT	Savuti Airport	Savuti, Botswana	https://en.wikipedia.org/wiki/Savuti_Airport
SVU	Savusavu Airport	Savusavu, Fiji	https://en.wikipedia.org/wiki/Savusavu_Airport
SVW	Sparrevohn LRRS Airport	Sparrevohn, Alaska, United States	https://en.wikipedia.org/wiki/Sparrevohn_LRRS_Airport
SVX	Koltsovo International Airport	Yekaterinburg, Sverdlovsk Oblast, Russia	https://en.wikipedia.org/wiki/Koltsovo_Airport
SVY	Savo Airport	Savo Island, Solomon Islands	https://en.wikipedia.org#cite_note-IATA-1
SVZ	Juan Vicente Gómez International Airport	San Antonio del Táchira, Venezuela	https://en.wikipedia.org/wiki/Juan_Vicente_G%C3%B3mez_International_Airport
SWA	Jieyang Chaoshan International Airport	Shantou / Jieyang / Chaozhou, Guangdong, China	https://en.wikipedia.org/wiki/Jieyang_Chaoshan_International_Airport
SWB	Shaw River Airport	Shaw River, Western Australia, Australia	https://en.wikipedia.org#cite_note-IATA-1
SWC	Stawell Airport	Stawell, Victoria, Australia	https://en.wikipedia.org/wiki/Stawell_Airport
SWD	Seward Airport	Seward, Alaska, United States	https://en.wikipedia.org/wiki/Seward_Airport
SWE	Siwea Airport	Siwea, Papua New Guinea	https://en.wikipedia.org#cite_note-IATA-1
SWF	Stewart International Airport	Newburgh, New York, United States	https://en.wikipedia.org/wiki/Stewart_International_Airport
SWG	Satwag Airport	Satwag, Papua New Guinea	https://en.wikipedia.org#cite_note-IATA-1
SWH	Swan Hill Airport	Swan Hill, Victoria, Australia	https://en.wikipedia.org/wiki/Swan_Hill_Airport
SWJ	South West Bay Airport	South West Bay, Vanuatu	https://en.wikipedia.org/wiki/South_West_Bay_Airport
SWL	San Vicente Airport	San Vicente, Palawan, Philippines	https://en.wikipedia.org/wiki/San_Vicente_Airport
SWM	Suia-Missu Airport	Alto Boa Vista, Mato Grosso, Brazil	https://en.wikipedia.org#cite_note-IATA-1
SWN	Sahiwal Airport	Sahiwal, Pakistan	https://en.wikipedia.org/wiki/Sahiwal
SWO	Stillwater Regional Airport	Stillwater, Oklahoma, United States	https://en.wikipedia.org/wiki/Stillwater_Regional_Airport
SWP	Swakopmund Airport	Swakopmund, Namibia	https://en.wikipedia.org/wiki/Swakopmund_Airport
SWQ	Sultan Muhammad Kaharuddin III Airport (Brangbiji Airport)	Sumbawa Besar, Indonesia	https://en.wikipedia.org/wiki/Sultan_Muhammad_Kaharuddin_III_Airport
SWR	Silur Airport	Silur, Papua New Guinea	https://en.wikipedia.org#cite_note-IATA-1
SWS	Swansea Airport	Swansea, Wales, United Kingdom	https://en.wikipedia.org/wiki/Swansea_Airport
SWT	Strezhevoy Airport	Strezhevoy, Tomsk Oblast, Russia	https://en.wikipedia.org/wiki/Strezhevoy_Airport
SWU	Suwon Air Base	Suwon, South Korea	https://en.wikipedia.org/wiki/Suwon_Air_Base
SWV	Severo-Evensk Airport	Evensk, Magadan Oblast, Russia	https://en.wikipedia.org/wiki/Severo-Evensk_Airport
SWW	Avenger Field	Sweetwater, Texas, United States	https://en.wikipedia.org/wiki/Avenger_Field
SWX	Shakawe Airport	Shakawe, Botswana	https://en.wikipedia.org/wiki/Shakawe_Airport
SWY	Sitiawan Airport	Sitiawan, Perak, Malaysia	https://en.wikipedia.org/wiki/Sitiawan_Airport
SXA	Sialum Airport	Sialum, Papua New Guinea	https://en.wikipedia.org#cite_note-IATA-1
SXB	Strasbourg Airport	Strasbourg, Alsace, France	https://en.wikipedia.org/wiki/Strasbourg_Airport
SXE	West Sale Airport	Sale, Victoria, Australia	https://en.wikipedia.org/wiki/West_Sale_Airport
SXG	Senanga Airport	Senanga, Zambia	https://en.wikipedia.org/wiki/Senanga_Airport
SXH	Sehulea Airport	Sehulea, Papua New Guinea	https://en.wikipedia.org#cite_note-IATA-1
SXI	Sirri Island Airport	Sirri Island, Iran	https://en.wikipedia.org/wiki/Sirri_Island_Airport
SXJ	Shanshan Airport	Shanshan, Xinjiang, China	https://en.wikipedia.org/wiki/Shanshan_Airport
SXK	Saumlaki Airport (Olilit Airport)	Saumlaki, Indonesia	https://en.wikipedia.org/wiki/Saumlaki_Airport
SXL	Sligo Airport	Sligo, Ireland	https://en.wikipedia.org/wiki/Sligo_Airport
SXM	Princess Juliana International Airport	Sint Maarten, Kingdom of the Netherlands	https://en.wikipedia.org/wiki/Princess_Juliana_International_Airport
SXN	Sua Pan Airport	Sua Pan, Botswana	https://en.wikipedia.org/wiki/Sua_Pan_Airport
SXO	São Félix do Araguaia Airport	São Félix do Araguaia, Mato Grosso, Brazil	https://en.wikipedia.org/wiki/S%C3%A3o_F%C3%A9lix_do_Araguaia_Airport
SXP	Sheldon Point Airport	Nunam Iqua, Alaska, United States	https://en.wikipedia.org/wiki/Sheldon_Point_Airport
SXQ	Soldotna Airport	Soldotna, Alaska, United States	https://en.wikipedia.org/wiki/Soldotna_Airport
SXR	Sheikh ul-Alam International Airport	Srinagar, Jammu and Kashmir, India	https://en.wikipedia.org/wiki/Sheikh_ul-Alam_International_Airport
SXS	Sahabat Airport	Sahabat, Sabah, Malaysia	https://en.wikipedia.org#cite_note-IATA-1
SXT	Sungai Tiang Airport	Taman Negara, Pahang, Malaysia	https://en.wikipedia.org#cite_note-IATA-1
SXU	Soddu Airport	Sodo, Ethiopia	https://en.wikipedia.org/wiki/Soddu_Airport
SXV	Salem Airport	Salem, Tamil Nadu, India	https://en.wikipedia.org/wiki/Salem_Airport_(India)
SXW	Sauren Airport	Sauren, Papua New Guinea	https://en.wikipedia.org#cite_note-IATA-1
SXX	São Félix do Xingu Airport	São Félix do Xingu, Pará, Brazil	https://en.wikipedia.org/wiki/S%C3%A3o_F%C3%A9lix_do_Xingu_Airport
SXY	Sidney Municipal Airport (FAA: N23)	Sidney, New York, United States	https://en.wikipedia.org/wiki/Sidney_Municipal_Airport_(New_York)
SXZ	Siirt Airport	Siirt, Turkey	https://en.wikipedia.org/wiki/Siirt_Airport
SYA	Eareckson Air Station	Shemya, Alaska, United States	https://en.wikipedia.org/wiki/Eareckson_Air_Station
SYB	Seal Bay Seaplane Base	Seal Bay, Alaska, United States	https://en.wikipedia.org/wiki/Seal_Bay_Seaplane_Base
SYC	Shiringayoc Airport	Shiringayoc, Peru	https://en.wikipedia.org#cite_note-IATA-1
SYD	Sydney Airport (Kingsford Smith Airport)	Sydney, New South Wales, Australia	https://en.wikipedia.org/wiki/Sydney_Airport
SYE	Saadah Airport	Sa'dah, Yemen	https://en.wikipedia.org/wiki/Saadah_Airport
SYF	Silva Bay Seaplane Base	Gabriola Island, British Columbia, Canada	https://en.wikipedia.org/wiki/Gabriola_Island
SYI	Shelbyville Municipal Airport (Bomar Field)	Shelbyville, Tennessee, United States	https://en.wikipedia.org/wiki/Shelbyville_Municipal_Airport_(Tennessee)
SYJ	Sirjan Airport	Sirjan, Iran	https://en.wikipedia.org/wiki/Sirjan_Airport
SYK	Stykkishólmur Airport	Stykkishólmur, Iceland	https://en.wikipedia.org/wiki/Stykkish%C3%B3lmur_Airport
SYM	Pu'er Simao Airport	Simao, Yunnan, China	https://en.wikipedia.org/wiki/Pu%27er_Simao_Airport
SYN	Stanton Airfield	Stanton, Minnesota, United States	https://en.wikipedia.org/wiki/Stanton_Airfield
SYO	Shonai Airport	Shōnai, Honshu, Japan	https://en.wikipedia.org/wiki/Shonai_Airport
SYP	Ruben Cantu Airport	Santiago de Veraguas, Panama	https://en.wikipedia.org/wiki/Ruben_Cantu_Airport
SYQ	Tobías Bolaños International Airport	San José, Costa Rica	https://en.wikipedia.org/wiki/Tob%C3%ADas_Bola%C3%B1os_International_Airport
SYR	Syracuse Hancock International Airport	Syracuse, New York, United States	https://en.wikipedia.org/wiki/Syracuse_Hancock_International_Airport
SYS	Saskylakh Airport	Saskylakh, Yakutia, Russia	https://en.wikipedia.org/wiki/Saskylakh_Airport
SYT	Saint-Yan Airport (Charolais Bourgogne Sud Airport)	Saint-Yan, Burgundy, France	https://en.wikipedia.org/wiki/Saint-Yan_Airport
SYU	Warraber Island Airport	Sue Islet, Queensland, Australia	https://en.wikipedia.org/wiki/Warraber_Island_Airport
SYV	Sylvester Airport	Sylvester, Georgia, United States	https://en.wikipedia.org/wiki/Sylvester,_Georgia
SYW	Sehwan Sharif Airport	Sehwan Sharif, Pakistan	https://en.wikipedia.org/wiki/Sehwan_Sharif_Airport
SYX	Sanya Phoenix International Airport	Sanya, Hainan, China	https://en.wikipedia.org/wiki/Sanya_Phoenix_International_Airport
SYY	Stornoway Airport	Stornoway, Scotland, United Kingdom	https://en.wikipedia.org/wiki/Stornoway_Airport
SYZ	Shiraz International Airport (Shahid Dastghaib Int'l)	Shiraz, Iran	https://en.wikipedia.org/wiki/Shiraz_International_Airport
SZA	Soyo Airport	Soyo, Angola	https://en.wikipedia.org/wiki/Soyo_Airport
SZB	Sultan Abdul Aziz Shah Airport	Kuala Lumpur,7 Malaysia	https://en.wikipedia.org/wiki/Sultan_Abdul_Aziz_Shah_Airport
SZE	Semera Airport	Semera, Ethiopia	https://en.wikipedia.org/wiki/Semera_Airport
SZF	Samsun-Çarşamba Airport	Samsun, Turkey	https://en.wikipedia.org/wiki/Samsun-%C3%87ar%C5%9Famba_Airport
SZG	Salzburg Airport	Salzburg, Austria	https://en.wikipedia.org/wiki/Salzburg_Airport
SZI	Zaysan Airport	Zaysan, Kazakhstan	https://en.wikipedia.org/wiki/Zaysan_Airport
SZJ	Siguanea Airport	Isla de la Juventud, Cuba	https://en.wikipedia.org/wiki/Siguanea_Airport
SZK	Skukuza Airport	Skukuza, South Africa	https://en.wikipedia.org/wiki/Skukuza_Airport
SZL	Whiteman Air Force Base	Knob Noster, Missouri, United States	https://en.wikipedia.org/wiki/Whiteman_Air_Force_Base
SZM	Sesriem Airport	Sesriem, Namibia	https://en.wikipedia.org#cite_note-IATA-1
SZN	Santa Cruz Island Airport	Santa Cruz Island, California, United States	https://en.wikipedia.org/wiki/Santa_Cruz_Island_Airport
SZO	Suzhou City Air Terminal of Shanghai Airport	Suzhou, Jiangsu, China	https://en.wikipedia.org/wiki/Suzhou
SZP	Santa Paula Airport	Santa Paula, California, United States	https://en.wikipedia.org/wiki/Santa_Paula_Airport
SZR	Stara Zagora Airport	Stara Zagora, Bulgaria	https://en.wikipedia.org/wiki/Stara_Zagora_Airport
SZS	Ryan's Creek Aerodrome	Stewart Island, New Zealand	https://en.wikipedia.org/wiki/Ryan%27s_Creek_Aerodrome
SZU	Ségou Airport	Ségou, Mali	https://en.wikipedia.org#cite_note-IATA-1
SZV	Suzhou Guangfu Airport	Suzhou, Jiangsu, China	https://en.wikipedia.org/wiki/Suzhou_Guangfu_Airport
SZW	Schwerin-Parchim International Airport	Schwerin, Mecklenburg-Vorpommern, Germany	https://en.wikipedia.org/wiki/Parchim_International_Airport
SZX	Shenzhen Bao'an International Airport	Shenzhen, Guangdong, China	https://en.wikipedia.org/wiki/Shenzhen_Bao%27an_International_Airport
SZY	Olsztyn-Mazury Regional Airport	Szczytno / Olsztyn, Poland	https://en.wikipedia.org/wiki/Olsztyn-Mazury_Regional_Airport
SZZ	"""Solidarity"" Szczecin–Goleniów Airport"	Szczecin, Poland	https://en.wikipedia.org/wiki/%22Solidarity%22_Szczecin%E2%80%93Goleni%C3%B3w_Airport
TAA	Tarapaina Airport	Tarapaina, Solomon Islands	https://en.wikipedia.org#cite_note-IATA-1
TAB	Arthur Napoleon Raymond Robinson International Airport	Tobago, Trinidad and Tobago	https://en.wikipedia.org/wiki/Arthur_Napoleon_Raymond_Robinson_International_Airport
TAC	Daniel Z. Romualdez Airport	Tacloban, Philippines	https://en.wikipedia.org/wiki/Daniel_Z._Romualdez_Airport
TAD	Perry Stokes Airport	Trinidad, Colorado, United States	https://en.wikipedia.org/wiki/Perry_Stokes_Airport
TAE	Daegu International Airport	Daegu, South Korea	https://en.wikipedia.org/wiki/Daegu_International_Airport
TAF	Oran Tafaraoui Airport	Oran, Algeria	https://en.wikipedia.org/wiki/Oran_Tafraoui_Airport
TAG	Bohol–Panglao International Airport	Tagbilaran, Philippines	https://en.wikipedia.org/wiki/Bohol%E2%80%93Panglao_International_Airport
TAH	Whitegrass Airport	Tanna Island, Vanuatu	https://en.wikipedia.org/wiki/Whitegrass_Airport
TAI	Taiz International Airport	Taiz (Ta'izz), Yemen	https://en.wikipedia.org/wiki/Taiz_International_Airport
TAJ	Tadji Airport	Aitape, Papua New Guinea	https://en.wikipedia.org/wiki/Tadji_Airport
TAK	Takamatsu Airport	Takamatsu, Shikoku, Japan	https://en.wikipedia.org/wiki/Takamatsu_Airport
TAL	Ralph M. Calhoun Memorial Airport	Tanana, Alaska, United States	https://en.wikipedia.org/wiki/Ralph_M._Calhoun_Memorial_Airport
TAM	General Francisco Javier Mina International Airport	Tampico, Tamaulipas, Mexico	https://en.wikipedia.org/wiki/General_Francisco_Javier_Mina_International_Airport
TAN	Tangalooma Airport	Tangalooma, Queensland, Australia	https://en.wikipedia.org/wiki/Tangalooma,_Queensland
TAO	Qingdao Jiaodong International Airport	Qingdao, Shandong, China	https://en.wikipedia.org/wiki/Qingdao_Jiaodong_International_Airport
TAP	Tapachula International Airport	Tapachula, Chiapas, Mexico	https://en.wikipedia.org/wiki/Tapachula_International_Airport
TAQ	Tarcoola Airport	Tarcoola, South Australia, Australia	https://en.wikipedia.org/wiki/Tarcoola_Airport
TAR	Taranto-Grottaglie Airport	Taranto, Apulia, Italy	https://en.wikipedia.org/wiki/Taranto-Grottaglie_Airport
TAS	Tashkent International Airport	Tashkent, Uzbekistan	https://en.wikipedia.org/wiki/Tashkent_International_Airport
TAT	Poprad–Tatry Airport	Poprad, Slovakia	https://en.wikipedia.org/wiki/Poprad%E2%80%93Tatry_Airport
TAU	Tauramena Airport	Tauramena, Colombia	https://en.wikipedia.org#cite_note-IATA-1
TAV	Tau Airport (FAA: HI36)	Tau, American Samoa	https://en.wikipedia.org/wiki/Tau_Airport
TAW	Tacuarembó Airport	Tacuarembó, Uruguay	https://en.wikipedia.org/wiki/Tacuaremb%C3%B3_Airport
TAX	Taliabu Airport	Taliabu, Indonesia	https://en.wikipedia.org/wiki/Taliabu_Island_Regency
TAY	Tartu Airport	Tartu, Estonia	https://en.wikipedia.org/wiki/Tartu_Airport
TAZ	Daşoguz Airport	Daşoguz (Dashoguz), Turkmenistan	https://en.wikipedia.org/wiki/Da%C5%9Foguz_Airport
TBA	Tabibuga Airport	Tabibuga, Papua New Guinea	https://en.wikipedia.org#cite_note-IATA-1
TBB	Dong Tac Airport	Tuy Hòa, Vietnam	https://en.wikipedia.org/wiki/Dong_Tac_Airport
TBC	Tuba City Airport (FAA: T03)	Tuba City, Arizona, United States	https://en.wikipedia.org/wiki/Tuba_City_Airport
TBD	Timbiquí Airport	Timbiquí, Colombia	https://en.wikipedia.org/wiki/Timbiqui_Airport
TBE	Timbunke Airport	Timbunke, Papua New Guinea	https://en.wikipedia.org#cite_note-IATA-1
TBF	Tabiteuea North Airport	Tabiteuea North, Kiribati	https://en.wikipedia.org/wiki/Tabiteuea_North_Airport
TBG	Tabubil Airport	Tabubil, Papua New Guinea	https://en.wikipedia.org/wiki/Tabubil_Airport
TBH	Tugdan Airport	Tablas Island, Philippines	https://en.wikipedia.org/wiki/Tugdan_Airport
TBI	New Bight Airport	New Bight, Cat Island, Bahamas	https://en.wikipedia.org/wiki/New_Bight_Airport
TBJ	Tabarka–Aïn Draham International Airport	Tabarka, Tunisia	https://en.wikipedia.org/wiki/Tabarka%E2%80%93A%C3%AFn_Draham_International_Airport
TBK	Timber Creek Airport	Timber Creek, Northern Territory, Australia	https://en.wikipedia.org/wiki/Timber_Creek_Airport
TBL	Tableland Homestead Airport	Tableland, Western Australia, Australia	https://en.wikipedia.org#cite_note-IATA-1
TBM	Tumbang Samba Airport	Tumbang Samba, Indonesia	https://en.wikipedia.org#cite_note-IATA-1
